time,wait,distance
35.00,0.00,376.51
59.00,23.00,376.51
34.00,0.00,376.51
52.00,14.00,376.51
36.00,0.00,376.51
35.00,0.00,394.89
32.00,0.00,376.51
49.00,3.00,376.51
35.00,0.00,394.89
42.00,0.00,376.51
35.00,0.00,376.51
33.00,0.00,394.89
31.00,0.00,376.51
34.00,0.00,376.51
31.00,0.00,394.89
41.00,0.00,394.89
35.00,0.00,394.89
83.00,33.00,426.51
86.00,34.00,426.51
75.00,28.00,426.51
61.00,23.00,426.51
78.00,28.00,426.51
70.00,19.00,426.51
59.00,11.00,426.51
61.00,12.00,426.51
69.00,14.00,426.51
53.00,16.00,376.51
49.00,11.00,426.51
45.00,10.00,426.51
69.00,22.00,426.51
52.00,5.00,426.51
54.00,5.00,426.51
54.00,11.00,394.90
46.00,11.00,376.51
42.00,5.00,426.51
46.00,1.00,426.51
38.00,3.00,426.51
64.00,21.00,394.90
61.00,21.00,376.51
59.00,17.00,394.90
35.00,0.00,394.89
54.00,12.00,376.51
52.00,11.00,394.90
65.00,19.00,426.51
49.00,8.00,394.90
38.00,0.00,394.89
41.00,1.00,394.90
45.00,3.00,394.90
63.00,12.00,426.51
49.00,7.00,376.51
45.00,2.00,376.51
42.00,0.00,376.51
33.00,0.00,394.89
37.00,0.00,394.90
34.00,0.00,394.89
38.00,0.00,376.51
35.00,0.00,376.51
42.00,0.00,426.51
43.00,0.00,394.90
47.00,0.00,426.51
35.00,0.00,426.51
56.00,16.00,376.51
35.00,0.00,376.51
42.00,0.00,426.51
31.00,0.00,394.89
57.00,13.00,376.51
49.00,10.00,376.51
33.00,0.00,394.89
50.00,8.00,376.51
41.00,1.00,376.51
35.00,0.00,376.51
42.00,3.00,376.51
33.00,0.00,376.51
35.00,0.00,376.51
29.00,0.00,394.89
28.00,0.00,376.51
33.00,0.00,394.89
29.00,0.00,376.51
32.00,0.00,394.89
31.00,0.00,394.89
35.00,0.00,376.51
29.00,0.00,394.89
31.00,0.00,394.89
62.00,22.00,394.90
83.00,29.00,426.51
68.00,24.00,394.90
51.00,15.00,426.51
92.00,37.00,426.51
83.00,32.00,426.51
63.00,23.00,426.51
65.00,13.00,426.51
75.00,22.00,426.51
59.00,17.00,426.51
76.00,26.00,426.51
67.00,13.00,426.51
59.00,20.00,376.51
57.00,9.00,426.51
28.00,0.00,394.89
59.00,7.00,426.51
49.00,8.00,426.51
28.00,0.00,376.51
57.00,13.00,376.51
64.00,21.00,394.90
51.00,7.00,426.51
51.00,12.00,376.51
61.00,17.00,394.90
55.00,13.00,394.90
45.00,6.00,426.51
47.00,7.00,394.90
54.00,12.00,394.90
45.00,5.00,376.51
32.00,0.00,394.89
46.00,5.00,394.90
53.00,8.00,376.51
38.00,0.00,394.90
38.00,0.00,376.51
46.00,3.00,376.51
61.00,14.00,426.51
43.00,0.00,394.90
34.00,0.00,394.90
56.00,8.00,426.51
33.00,0.00,394.90
33.00,0.00,376.51
49.00,0.00,426.51
46.00,0.00,426.51
56.00,13.00,376.51
40.00,0.00,426.51
50.00,14.00,376.51
44.00,0.00,426.51
35.00,0.00,394.89
50.00,9.00,376.51
37.00,0.00,426.51
36.00,0.00,394.89
31.00,0.00,376.51
44.00,6.00,376.51
37.00,0.00,376.51
46.00,0.00,376.51
31.00,0.00,394.89
43.00,0.00,376.51
40.00,0.00,376.51
36.00,0.00,376.51
32.00,0.00,376.51
37.00,0.00,394.89
34.00,0.00,376.51
30.00,0.00,394.89
32.00,0.00,394.89
32.00,0.00,376.51
29.00,0.00,394.89
42.00,0.00,376.51
