time,wait,distance
32.00,0.00,394.90
91.00,50.00,366.95
95.00,51.00,366.95
84.00,46.00,366.95
50.00,11.00,366.95
88.00,46.00,366.95
32.00,0.00,366.95
78.00,39.00,366.95
84.00,44.00,366.95
73.00,34.00,366.95
31.00,0.00,394.90
49.00,5.00,366.95
34.00,0.00,366.95
73.00,28.00,366.95
43.00,0.00,394.90
35.00,0.00,394.90
33.00,0.00,366.95
27.00,0.00,366.95
31.00,0.00,394.90
44.00,0.00,394.90
34.00,0.00,394.90
30.00,0.00,394.90
29.00,0.00,394.90
429.00,380.00,406.40
212.00,148.00,406.40
173.00,123.00,406.40
156.00,105.00,406.40
148.00,100.00,406.40
196.00,132.00,406.40
201.00,147.00,405.26
190.00,135.00,405.26
188.00,128.00,406.40
186.00,130.00,405.26
142.00,93.00,406.40
201.00,139.00,405.26
196.00,139.00,405.26
185.00,123.00,405.26
174.00,118.00,405.26
31.00,0.00,394.90
183.00,123.00,405.26
173.00,108.00,405.26
181.00,120.00,405.26
134.00,84.00,405.26
179.00,118.00,406.40
36.00,0.00,394.90
144.00,89.00,405.26
147.00,94.00,405.26
171.00,107.00,406.40
170.00,107.00,405.26
149.00,97.00,406.40
140.00,88.00,405.26
121.00,70.00,405.26
142.00,89.00,406.40
153.00,96.00,406.40
131.00,75.00,405.26
135.00,81.00,406.40
135.00,79.00,405.26
33.00,0.00,394.90
147.00,92.00,406.40
139.00,84.00,406.40
34.00,0.00,394.90
194.00,136.00,406.40
222.00,168.00,406.40
189.00,134.00,406.40
32.00,0.00,394.90
153.00,99.00,406.40
32.00,0.00,394.90
182.00,129.00,406.40
137.00,99.00,366.95
111.00,72.00,366.95
30.00,0.00,394.90
131.00,90.00,366.95
120.00,78.00,366.95
106.00,62.00,366.95
148.00,96.00,406.40
127.00,78.00,366.95
70.00,33.00,366.95
142.00,90.00,406.40
153.00,102.00,406.40
128.00,82.00,406.40
146.00,95.00,406.40
105.00,56.00,366.95
65.00,26.00,366.95
135.00,83.00,366.95
117.00,67.00,366.95
33.00,0.00,394.90
111.00,62.00,366.95
88.00,54.00,366.95
93.00,53.00,366.95
139.00,84.00,406.40
59.00,21.00,366.95
133.00,79.00,406.40
145.00,88.00,406.40
127.00,76.00,366.95
96.00,52.00,366.95
54.00,16.00,366.95
131.00,74.00,406.40
92.00,48.00,366.95
92.00,49.00,366.95
34.00,0.00,394.90
125.00,67.00,406.40
85.00,42.00,366.95
92.00,50.00,366.95
87.00,45.00,366.95
89.00,46.00,366.95
81.00,40.00,366.95
84.00,40.00,366.95
83.00,37.00,366.95
35.00,0.00,394.90
59.00,8.00,366.95
51.00,4.00,366.95
32.00,0.00,394.90
35.00,0.00,394.90
32.00,0.00,394.90
35.00,0.00,394.90
228.00,169.00,406.40
34.00,0.00,394.90
220.00,155.00,406.40
210.00,147.00,406.40
35.00,0.00,394.90
399.00,343.00,406.40
193.00,127.00,406.40
213.00,151.00,406.40
204.00,150.00,405.26
185.00,129.00,405.26
194.00,136.00,405.26
190.00,131.00,405.26
172.00,115.00,405.26
188.00,119.00,406.40
181.00,121.00,405.26
200.00,140.00,405.26
178.00,116.00,405.26
147.00,95.00,405.26
33.00,0.00,394.90
187.00,125.00,405.26
139.00,90.00,405.26
141.00,89.00,405.26
170.00,104.00,405.26
132.00,82.00,405.26
184.00,121.00,406.40
153.00,98.00,406.40
150.00,91.00,405.26
136.00,85.00,405.26
153.00,98.00,406.40
130.00,77.00,405.26
149.00,95.00,406.40
40.00,0.00,394.90
148.00,91.00,406.40
32.00,0.00,394.90
143.00,89.00,406.40
33.00,0.00,394.90
142.00,85.00,406.40
136.00,83.00,406.40
220.00,163.00,406.40
193.00,136.00,406.40
136.00,76.00,406.40
130.00,76.00,406.40
316.00,254.00,406.40
180.00,128.00,406.40
32.00,0.00,394.90
218.00,155.00,406.40
191.00,138.00,406.40
39.00,1.00,394.90
126.00,87.00,366.95
139.00,93.00,366.95
135.00,90.00,406.40
123.00,76.00,406.40
142.00,94.00,366.95
89.00,52.00,366.95
109.00,55.00,366.95
146.00,94.00,366.95
143.00,90.00,406.40
